time,event,customer_id,queue_length,busy_servers,system_size
4849.64286617039,service_start,4416,2,2,4
4849.753643531979,arrival,4419,3,2,5
4850.776906183584,departure,4416,3,1,4
4850.776906183584,service_start,4417,2,2,4
4851.062279788318,arrival,4420,3,2,5
4851.359056344127,arrival,4421,4,2,6
4852.668947002086,departure,4417,4,1,5
4852.668947002086,service_start,4418,3,2,5
4852.684404499355,arrival,4422,4,2,6
4853.10152859472,arrival,4423,5,2,7
4853.362749354022,departure,4418,5,1,6
4853.362749354022,service_start,4419,4,2,6
4853.780902715251,departure,4415,4,1,5
4853.780902715251,service_start,4420,3,2,5
4854.179958619248,departure,4419,3,1,4
4854.179958619248,service_start,4421,2,2,4
4854.53678765628,departure,4421,2,1,3
4854.53678765628,service_start,4422,1,2,3
4855.907447070339,arrival,4424,2,2,4
4856.134902495956,departure,4420,2,1,3
4856.134902495956,service_start,4423,1,2,3
4857.297876411164,departure,4422,1,1,2
4857.297876411164,service_start,4424,0,2,2
4858.297634503631,departure,4423,0,1,1
4858.3576680623855,arrival,4425,0,2,2
4858.3576680623855,service_start,4425,0,2,2
4858.7564746908165,arrival,4426,1,2,3
4858.75780733914,arrival,4427,2,2,4
4859.162476462069,arrival,4428,3,2,5
4859.906753408132,arrival,4429,4,2,6
4860.902955309975,arrival,4430,5,2,7
4861.1092144327695,departure,4425,5,1,6
4861.1092144327695,service_start,4426,4,2,6
4861.20867684857,arrival,4431,5,2,7
4862.481781867731,departure,4426,5,1,6
4862.481781867731,service_start,4427,4,2,6
4862.790923624173,departure,4427,4,1,5
4862.790923624173,service_start,4428,3,2,5
4863.050071244983,arrival,4432,4,2,6
4863.212988101974,departure,4424,4,1,5
4863.212988101974,service_start,4429,3,2,5
4863.2218612467195,arrival,4433,4,2,6
4863.286673251535,arrival,4434,5,2,7
4863.837693718731,departure,4429,5,1,6
4863.837693718731,service_start,4430,4,2,6
4864.108479301235,arrival,4435,5,2,7
4864.948631712126,departure,4430,5,1,6
4864.948631712126,service_start,4431,4,2,6
4865.578363206264,departure,4431,4,1,5
4865.578363206264,service_start,4432,3,2,5
4866.224871509263,arrival,4436,4,2,6
4866.378120295442,departure,4428,4,1,5
4866.378120295442,service_start,4433,3,2,5
4866.609638579751,arrival,4437,4,2,6
4866.744819812312,arrival,4438,5,2,7
4866.842369705844,arrival,4439,6,2,8
4868.924508322078,arrival,4440,7,2,9
4869.067713265554,departure,4432,7,1,8
4869.067713265554,service_start,4434,6,2,8
4869.329803743251,arrival,4441,7,2,9
4869.860120381868,arrival,4442,8,2,10
4870.086075438543,departure,4434,8,1,9
4870.086075438543,service_start,4435,7,2,9
4871.42766713444,arrival,4443,8,2,10
4873.360435992193,arrival,4444,9,2,11
4873.519211947253,arrival,4445,10,2,12
4873.93869573217,departure,4435,10,1,11
4873.93869573217,service_start,4436,9,2,11
4874.196060528553,arrival,4446,10,2,12
4875.361883842367,departure,4436,10,1,11
4875.361883842367,service_start,4437,9,2,11
4876.0253423715885,arrival,4447,10,2,12
4877.212914514505,departure,4433,10,1,11
4877.212914514505,service_start,4438,9,2,11
4878.167394195724,arrival,4448,10,2,12
4879.798079883867,departure,4438,10,1,11
4879.798079883867,service_start,4439,9,2,11
4879.945432129434,departure,4439,9,1,10
4879.945432129434,service_start,4440,8,2,10
4880.15781037212,arrival,4449,9,2,11
4880.248414845128,departure,4440,9,1,10
4880.248414845128,service_start,4441,8,2,10
4880.842357839397,arrival,4450,9,2,11
4880.93473567071,departure,4441,9,1,10
4880.93473567071,service_start,4442,8,2,10
4881.355418283749,arrival,4451,9,2,11
4882.2971683892465,arrival,4452,10,2,12
4882.577032897965,departure,4442,10,1,11
4882.577032897965,service_start,4443,9,2,11
4882.586576558216,departure,4437,9,1,10
4882.586576558216,service_start,4444,8,2,10
4882.8037949080635,arrival,4453,9,2,11
4883.090027766034,departure,4444,9,1,10
4883.090027766034,service_start,4445,8,2,10
4883.215054261555,arrival,4454,9,2,11
4884.8261527760915,departure,4443,9,1,10
4884.8261527760915,service_start,4446,8,2,10
4884.907278916641,arrival,4455,9,2,11
4885.769542550776,arrival,4456,10,2,12
4886.097878074874,departure,4445,10,1,11
4886.097878074874,service_start,4447,9,2,11
4887.241724842488,departure,4447,9,1,10
4887.241724842488,service_start,4448,8,2,10
4888.244056066832,departure,4446,8,1,9
4888.244056066832,service_start,4449,7,2,9
4889.6983101299065,departure,4448,7,1,8
4889.6983101299065,service_start,4450,6,2,8
4890.154152261184,arrival,4457,7,2,9
4890.963306357505,arrival,4458,8,2,10
4891.023805625545,departure,4450,8,1,9
4891.023805625545,service_start,4451,7,2,9
4891.131064624258,arrival,4459,8,2,10
4891.18375278652,arrival,4460,9,2,11
4891.379318164584,departure,4451,9,1,10
4891.379318164584,service_start,4452,8,2,10
4891.878795047498,arrival,4461,9,2,11
4892.871714382937,arrival,4462,10,2,12
4892.965399333746,arrival,4463,11,2,13
4894.7878971963355,departure,4452,11,1,12
4894.7878971963355,service_start,4453,10,2,12
4896.216864336513,arrival,4464,11,2,13
4897.059623658569,departure,4449,11,1,12
4897.059623658569,service_start,4454,10,2,12
4897.603891205497,arrival,4465,11,2,13
4898.308349540748,departure,4454,11,1,12
4898.308349540748,service_start,4455,10,2,12
4898.719262781067,arrival,4466,11,2,13
4899.004570906208,departure,4453,11,1,12
4899.004570906208,service_start,4456,10,2,12
4899.417853849366,departure,4456,10,1,11
4899.417853849366,service_start,4457,9,2,11
4901.2519685204425,departure,4457,9,1,10
4901.2519685204425,service_start,4458,8,2,10
4901.556525508001,arrival,4467,9,2,11
4902.093336297211,arrival,4468,10,2,12
4903.127868603513,departure,4458,10,1,11
4903.127868603513,service_start,4459,9,2,11
4903.86569911808,arrival,4469,10,2,12
4904.242804790596,departure,4459,10,1,11
4904.242804790596,service_start,4460,9,2,11
4906.697596256157,arrival,4470,10,2,12
4906.974640742572,arrival,4471,11,2,13
4907.468891707278,departure,4460,11,1,12
4907.468891707278,service_start,4461,10,2,12
4908.507703478083,departure,4455,10,1,11
4908.507703478083,service_start,4462,9,2,11
4908.545474426344,departure,4462,9,1,10
4908.545474426344,service_start,4463,8,2,10
4908.810210712114,departure,4461,8,1,9
4908.810210712114,service_start,4464,7,2,9
4908.850136930559,arrival,4472,8,2,10
4909.05208050728,departure,4463,8,1,9
4909.05208050728,service_start,4465,7,2,9
